log_row,log_esb
3183,"[1.033, 1.033, 1.033, 1.033, 1.033, 1.033, 1.215, 1.033, 1.033, 1.033]"
3030,[0.884]
1721,[6.592]
4403,"[1.356, 1.356, 1.356, 1.356, 1.356, 1.356, 1.356, 1.356, 1.356, 1.356]"
2915,[2.154]
2513,[3.242]
1990,[2.973]
3136,[4.65]
520,"[2.231, 2.231, 2.231, 2.231, 2.231, 2.231, 2.231, 2.231, 2.231, 2.231]"
834,[6.702]
3459,"[1.648, 1.648, 1.648, 1.648, 1.768, 1.648, 2.005, 1.648, 1.648, 1.648]"
4014,[1.892]
3023,[0.99]
3087,[6.492]
2918,[1.273]
1613,[1.286]
2407,[6.68]
3252,[0.466]
2711,"[2.781, 2.744, 2.781, 4.032, 2.781, 2.781, 2.781, 2.781, 4.032, 2.781]"
716,[6.178]
892,"[4.098, 4.098, 4.098, 4.098, 4.098, 4.098, 4.098, 4.098, 4.098, 4.098]"
4236,[3.043]
1347,[6.516]
1213,"[2.89, 2.872]"
945,"[1.083, 0.96]"
1130,"[1.463, 1.463, 1.463, 1.463, 1.463, 1.463, 1.423, 1.463, 1.463, 1.378]"
1130,"[1.463, 1.463, 1.463, 1.463, 1.463, 1.463, 1.423, 1.463, 1.463, 1.378]"
273,[2.244]
3836,"[2.424, 2.022]"
4543,[0.268]
4189,"[1.809, 1.809, 1.809, 1.809, 1.809, 1.809, 2.022, 1.809, 1.809, 1.809]"
949,"[2.489, 2.489, 2.229, 2.229, 2.229, 2.229, 2.229, 2.229, 2.229, 2.229]"
3392,[0.298]
972,"[1.216, 1.216, 1.216, 1.216, 1.303, 1.216, 1.216, 1.216, 1.216, 1.216]"
2306,"[3.207, 3.207, 3.207, 2.746]"
2001,"[1.738, 1.738, 1.738, 1.738, 1.738, 1.738, 1.738, 1.738, 1.738, 1.653]"
2001,"[1.738, 1.738, 1.738, 1.738, 1.738, 1.738, 1.738, 1.738, 1.738, 1.653]"
1105,"[2.522, 2.522, 2.522, 2.522, 2.522, 2.522, 2.522, 2.522, 2.522, 2.522]"
4392,[0.65]
2066,"[6.6, 6.051]"
3476,"[4.597, 4.597, 4.597, 4.597, 4.597, 4.597, 4.597, 4.597, 4.597, 4.089]"
1880,"[1.106, 1.106, 1.106, 1.106, 1.106, 1.106, 1.106, 1.106, 1.106, 1.106]"
146,[1.258]
2567,[3.546]
4192,"[6.304, 6.304, 5.024]"
3587,[1.286]
1488,"[1.792, 1.792, 1.792, 1.792, 1.792, 1.792, 1.792, 2.737, 1.792, 1.792]"
2504,"[1.046, 1.046, 0.996, 1.046, 0.92]"
983,"[1.395, 1.395, 1.395, 1.395, 1.395, 1.395, 1.395, 1.395, 1.395, 1.395]"
4702,"[4.647, 4.647, 4.647, 4.647, 4.647, 4.647, 4.647, 4.647, 4.647, 4.647]"
733,"[3.002, 3.002, 3.002, 3.002, 3.002, 3.002, 3.002, 3.002, 3.002, 3.002]"
3040,[5.303]
