LAM,D,N_0,N_n,esb,p_id
3.417,23.95,16.995,6,"[0.57981, 0.67319, 0.77326, 0.86578]","[0.67403, 0.81094, 0.85911, 0.88466]"
6.987,35.78,10.201,14,"[4.0147, 2.8699, 2.8489, 3.0314]","[0.31116, 0.58759, 0.68001, 0.72642]"
4.09,27.3,16.017,16,"[2.8882, 2.5274, 2.723, 3.013]","[0.59948, 0.76085, 0.81493, 0.84219]"
0.767,15.02,8.359,16,"[1.0011, 1.0207, 1.0934, 1.2077]","[0.93602, 0.96725, 0.97774, 0.98287]"
19.366,19.21,10.345,13,"[4.6797, 5.7112, 6.1325, 5.8272]","[1.9358e-15, 7.2902e-05, 0.094679, 0.22295]"
11.817,16.3,15.942,9,"[2.2919, 1.7652, 1.6572, 1.716]","[6.3646e-05, 0.30413, 0.46186, 0.5411]"
6.703,12.47,17.002,18,"[5.5003, 3.4778, 3.1863, 3.2437]","[0.33855, 0.60591, 0.69585, 0.74106]"
5.46,8.89,16.929,7,"[0.60158, 0.57189, 0.60646, 0.64927]","[0.48675, 0.70722, 0.78268, 0.82167]"
7.285,21.43,13.982,18,"[6.2765, 4.2715, 3.885, 3.9382]","[0.27984, 0.56896, 0.66608, 0.71484]"
6.396,35.55,5.492,8,"[0.99312, 0.9034, 0.97482, 1.0711]","[0.38177, 0.63661, 0.72258, 0.76626]"
19.379,26.35,18.102,18,"[6.61973, 8.06184, 10.0605, 12.1057]","[1.67837e-15, 6.30128e-05, 0.0903399, 0.21667]"
3.632,18.04,5.851,6,"[0.39185, 0.39144, 0.40625, 0.42434]","[0.67588, 0.82451, 0.8765, 0.90356]"
7.78,22.55,12.064,17,"[5.9465, 3.9835, 3.5923, 3.6257]","[0.23086, 0.53984, 0.64371, 0.69589]"
8.544,34.62,12.037,9,"[2.2155, 1.7558, 1.8442, 2.0224]","[0.15821, 0.49423, 0.60663, 0.6632]"
6.72,6.14,14.074,5,"[0.38194, 0.36293, 0.37957, 0.4004]","[0.37573, 0.64913, 0.74359, 0.79282]"
10.15,32.57,16.302,17,"[6.589, 7.4078, 7.0508, 7.1303]","[0.01654, 0.39294, 0.52637, 0.5932]"
13.123,19.79,17.761,18,"[6.5492, 8.4432, 8.6068, 8.4974]","[3.5022e-07, 0.21351, 0.38636, 0.47326]"
17.372,16.13,16.368,13,"[4.8635, 5.9163, 5.7389, 5.4547]","[4.247e-13, 0.0059249, 0.18863, 0.30417]"
13.544,33.24,7.944,14,"[5.4188, 5.7284, 5.0516, 4.8567]","[8.1538e-08, 0.19041, 0.36982, 0.46]"
2.411,24.11,18.552,6,"[0.57554, 0.68708, 0.78497, 0.87202]","[0.77162, 0.87006, 0.90563, 0.92475]"
8.206,36.02,11.744,15,"[5.6395, 4.1885, 3.9814, 4.1362]","[0.1884, 0.51214, 0.62035, 0.6746]"
14.136,9.37,8.281,6,"[0.75675, 0.76006, 0.72512, 0.75225]","[3.2091e-08, 0.18551, 0.37791, 0.47506]"
3.507,18.51,16.348,5,"[0.3655, 0.39374, 0.42551, 0.45755]","[0.68162, 0.82487, 0.87576, 0.90256]"
12.073,24.6,13.749,19,"[6.646, 8.6571, 8.492, 8.2787]","[1.7427e-05, 0.27677, 0.43603, 0.51613]"
0.751,34.14,6.915,9,"[0.4763, 0.56566, 0.7091, 0.86566]","[0.94464, 0.97237, 0.981, 0.98517]"
8.593,16.68,16.311,16,"[5.8222, 3.9986, 3.5673, 3.5776]","[0.15004, 0.49093, 0.60557, 0.66315]"
1.391,21.77,13.854,14,"[1.0208, 1.0728, 1.1403, 1.2063]","[0.87518, 0.93161, 0.95141, 0.96179]"
16.754,16.46,15.325,9,"[2.3286, 2.7797, 2.4044, 2.3387]","[3.2321e-12, 0.020749, 0.2258, 0.33792]"
4.24,31.99,9.637,9,"[0.96128, 0.97983, 1.0904, 1.2132]","[0.5934, 0.76183, 0.81908, 0.8484]"
5.989,28.51,13.136,7,"[0.89205, 0.90382, 1.0181, 1.1476]","[0.41766, 0.65406, 0.73412, 0.77494]"
17.814,23.36,9.802,16,"[6.0304, 7.3542, 8.312, 8.4025]","[1.147e-13, 0.0022596, 0.16511, 0.28298]"
16.844,18.52,7.344,17,"[6.1759, 7.5536, 8.317, 8.1726]","[1.8314e-12, 0.014596, 0.211, 0.32277]"
19.89,31.04,15.866,15,"[6.14694, 7.48738, 8.95143, 10.0887]","[4.66503e-16, 1.98261e-05, 0.0682673, 0.19699]"
6.107,31.53,19.24,19,"[7.3026, 5.9802, 5.954, 6.3339]","[0.39588, 0.63561, 0.71551, 0.75555]"
9.005,24.5,7.02,13,"[4.0532, 2.4751, 2.2625, 2.3039]","[0.11156, 0.47076, 0.59167, 0.65246]"
7.916,29.12,14.187,18,"[6.949, 5.5698, 5.1257, 5.2062]","[0.21643, 0.52884, 0.63349, 0.68596]"
7.709,11.8,18.182,13,"[3.3076, 2.1357, 2.046, 2.1321]","[0.24154, 0.5496, 0.65301, 0.70501]"
9.243,11.0,19.281,17,"[6.3201, 4.7988, 4.1213, 4.0252]","[0.085667, 0.45094, 0.57444, 0.63654]"
15.4,36.43,12.877,19,"[6.69839, 8.63259, 10.9398, 12.0472]","[1.48167e-10, 0.0770553, 0.277474, 0.378763]"
14.764,15.58,13.177,15,"[5.6158, 6.4632, 5.7811, 5.4008]","[1.2368e-09, 0.1164, 0.31191, 0.41059]"
18.825,8.04,19.097,16,"[5.9278, 7.2254, 8.27, 8.4133]","[7.3965e-15, 0.0002353, 0.11751, 0.24188]"
11.772,35.34,18.202,6,"[1.6712, 1.6711, 1.8273, 2.0535]","[4.6265e-05, 0.28794, 0.44078, 0.51791]"
3.36,11.8,8.728,13,"[1.2396, 1.1672, 1.2449, 1.3444]","[0.68158, 0.81659, 0.86245, 0.88595]"
13.718,13.29,14.448,5,"[0.57517, 0.59537, 0.60075, 0.64033]","[1.4841e-07, 0.2124, 0.39797, 0.49189]"
9.93,8.74,15.614,15,"[5.4563, 3.6597, 3.1032, 3.0248]","[0.029048, 0.41207, 0.54555, 0.61275]"
6.232,14.3,19.603,7,"[0.80367, 0.77939, 0.85752, 0.9507]","[0.3991, 0.64686, 0.73077, 0.7736]"
0.738,18.18,10.59,6,"[0.30701, 0.44752, 0.60519, 0.76574]","[0.95005, 0.97447, 0.98224, 0.98606]"
17.14,35.22,15.074,16,"[6.37955, 7.80778, 9.52221, 10.3812]","[7.628e-13, 0.0086248, 0.19596, 0.308646]"
19.886,31.65,5.493,10,"[2.9465, 3.608, 3.8278, 3.5809]","[5.9098e-16, 2.5714e-05, 0.075028, 0.20633]"
10.282,8.96,18.735,16,"[5.938, 4.6474, 3.904, 3.758]","[0.011717, 0.38881, 0.52644, 0.59572]"
13.213,26.85,15.635,7,"[1.7155, 1.6794, 1.6829, 1.8074]","[3.0778e-07, 0.21358, 0.38698, 0.47409]"
11.578,34.93,11.338,14,"[5.6339, 5.3487, 4.8542, 4.8417]","[0.0001203, 0.30869, 0.46149, 0.53809]"
9.439,6.48,10.028,9,"[1.7501, 1.149, 1.1191, 1.1716]","[0.077554, 0.45646, 0.58432, 0.64882]"
14.678,11.68,16.32,6,"[0.84615, 0.89743, 0.86122, 0.90012]","[3.9869e-09, 0.1451, 0.34271, 0.44228]"
6.926,32.25,5.671,8,"[1.033, 0.89967, 0.95749, 1.0448]","[0.32976, 0.60636, 0.69957, 0.74686]"
11.329,21.71,15.834,14,"[5.4834, 4.8039, 4.2545, 4.209]","[0.00031332, 0.32465, 0.47476, 0.55008]"
13.214,17.54,6.939,7,"[1.104, 0.99631, 0.94046, 0.97272]","[5.7376e-07, 0.23317, 0.41213, 0.50233]"
15.459,28.7,13.468,16,"[6.2391, 7.7352, 8.3805, 8.4567]","[1.2551e-10, 0.074412, 0.27617, 0.37829]"
3.551,23.43,18.291,16,"[2.5135, 2.335, 2.5615, 2.8565]","[0.65337, 0.79344, 0.84049, 0.86426]"
13.062,29.35,10.686,5,"[0.74911, 0.77908, 0.82264, 0.90332]","[7.6041e-07, 0.23263, 0.40586, 0.49339]"
19.301,20.67,18.706,8,"[2.3055, 2.8299, 2.975, 2.9514]","[2.4139e-15, 9.5376e-05, 0.10055, 0.22744]"
4.689,10.24,15.213,17,"[2.8523, 2.0944, 2.1005, 2.2275]","[0.54283, 0.73114, 0.79441, 0.82633]"
16.829,38.24,17.5,10,"[4.2257, 5.1144, 5.126, 5.2685]","[1.9225e-12, 0.015401, 0.21153, 0.32153]"
11.259,17.97,16.215,12,"[4.2754, 3.1907, 2.8476, 2.8621]","[0.00043528, 0.33191, 0.48172, 0.55693]"
18.416,27.04,6.023,7,"[1.2393, 1.5376, 1.4883, 1.471]","[4.047e-14, 0.0011042, 0.15543, 0.27937]"
14.396,9.17,12.943,19,"[6.5243, 8.3146, 8.6033, 8.2295]","[4.037e-09, 0.13678, 0.32652, 0.42235]"
12.985,39.67,7.043,13,"[5.049, 4.9475, 4.3753, 4.2913]","[6.2081e-07, 0.22474, 0.39659, 0.48282]"
18.611,12.2,17.372,9,"[2.2438, 2.7563, 2.637, 2.4974]","[1.8068e-14, 0.00053776, 0.13806, 0.26282]"
1.445,24.74,19.889,13,"[1.3085, 1.5444, 1.7805, 1.9952]","[0.86275, 0.92055, 0.94088, 0.95166]"
2.286,37.05,17.908,19,"[3.2364, 3.4834, 4.0486, 4.6677]","[0.77457, 0.86381, 0.89394, 0.90923]"
2.824,17.91,9.481,14,"[1.263, 1.2218, 1.3086, 1.4126]","[0.73395, 0.84741, 0.88608, 0.90596]"
7.658,17.71,13.152,7,"[0.86144, 0.75016, 0.79661, 0.86691]","[0.26045, 0.56693, 0.67035, 0.72292]"
1.343,11.06,11.996,19,"[1.4441, 1.4881, 1.5878, 1.6867]","[0.8774, 0.93159, 0.95041, 0.96025]"
0.299,31.14,16.231,14,"[0.89213, 1.2576, 1.6809, 2.1147]","[0.97865, 0.98912, 0.99243, 0.99406]"
5.821,31.75,9.413,15,"[3.3661, 2.452, 2.468, 2.6379]","[0.42836, 0.65979, 0.7373, 0.77627]"
4.222,19.8,12.333,9,"[0.84024, 0.82708, 0.89654, 0.97648]","[0.60027, 0.76943, 0.82712, 0.8568]"
10.804,8.92,10.801,10,"[2.5438, 1.622, 1.4852, 1.5133]","[0.0027583, 0.36913, 0.51523, 0.58878]"
17.208,23.17,9.971,8,"[1.754, 2.134, 1.905, 1.8757]","[9.6614e-13, 0.010705, 0.20752, 0.32288]"
19.546,25.09,9.077,16,"[6.0462, 7.367, 8.6732, 9.2675]","[1.126e-15, 4.4133e-05, 0.083785, 0.21173]"
18.307,12.53,7.26,17,"[6.132, 7.4751, 8.6192, 8.7667]","[2.9378e-14, 0.0007586, 0.14157, 0.26268]"
10.278,12.84,7.504,17,"[6.1859, 5.1088, 4.2182, 4.0005]","[0.01176, 0.38853, 0.52627, 0.5957]"
17.954,7.54,18.986,13,"[4.5538, 5.5536, 5.3484, 4.9412]","[8.5181e-14, 0.0018166, 0.16212, 0.28213]"
2.837,38.05,11.078,14,"[1.7083, 1.7816, 2.0167, 2.2754]","[0.72548, 0.83744, 0.87535, 0.89467]"
4.465,19.93,18.33,16,"[2.932, 2.4143, 2.5418, 2.777]","[0.56307, 0.74001, 0.79929, 0.82915]"
3.834,32.28,12.651,12,"[1.5957, 1.5879, 1.776, 1.9954]","[0.62752, 0.77882, 0.82987, 0.85579]"
9.264,17.2,10.533,5,"[0.51015, 0.45176, 0.47649, 0.51295]","[0.11436, 0.48772, 0.61472, 0.67983]"
6.312,17.3,13.036,13,"[2.4497, 1.7623, 1.7653, 1.876]","[0.3826, 0.63528, 0.72008, 0.76281]"
2.636,18.25,17.8,7,"[0.54701, 0.59744, 0.65142, 0.70148]","[0.75884, 0.86574, 0.90359, 0.92364]"
13.613,17.43,12.258,9,"[2.1719, 1.9562, 1.7348, 1.745]","[8.8462e-08, 0.19632, 0.37879, 0.4705]"
12.389,17.89,15.07,7,"[1.3231, 1.1635, 1.1481, 1.2183]","[8.9835e-06, 0.2741, 0.43934, 0.52249]"
17.802,21.46,17.425,19,"[6.66087, 8.12853, 10.5148, 12.1827]","[1.14843e-13, 0.00225076, 0.164038, 0.280914]"
10.47,35.04,17.515,13,"[5.5727, 5.1269, 4.9743, 5.1914]","[0.0066201, 0.37383, 0.51072, 0.57925]"
14.958,33.4,12.928,9,"[2.9407, 3.1798, 2.9315, 2.9946]","[7.1275e-10, 0.10732, 0.30365, 0.40214]"
16.089,13.56,14.443,15,"[5.6054, 6.752, 6.4481, 6.0612]","[1.8203e-11, 0.042235, 0.24854, 0.35582]"
2.128,25.86,16.613,16,"[1.73, 1.8519, 2.0967, 2.3549]","[0.79599, 0.88022, 0.9089, 0.92361]"
9.655,7.72,16.394,13,"[4.2423, 2.5223, 2.2343, 2.2375]","[0.050727, 0.43223, 0.5624, 0.62789]"
17.867,7.57,12.944,15,"[5.4609, 6.6575, 6.8763, 6.4897]","[1.0236e-13, 0.0020764, 0.16413, 0.28316]"
7.294,21.35,18.949,13,"[3.7874, 2.7791, 2.7941, 2.9945]","[0.28062, 0.56848, 0.66467, 0.71297]"
3.137,10.93,14.523,5,"[0.28316, 0.28, 0.29347, 0.31803]","[0.73336, 0.86232, 0.90621, 0.92792]"
11.399,13.76,11.675,7,"[1.1276, 0.88294, 0.86839, 0.91409]","[0.00047282, 0.34375, 0.49802, 0.5759]"
0.469,33.25,15.003,7,"[0.49902, 0.7733, 1.065, 1.3593]","[0.96663, 0.98277, 0.98797, 0.99053]"
19.701,36.08,10.07,9,"[2.8792, 3.5253, 3.7808, 3.6943]","[8.6018e-16, 3.6812e-05, 0.081495, 0.2106]"
18.471,34.48,5.212,11,"[3.6474, 4.4582, 4.3566, 4.1002]","[2.1867e-14, 0.00061225, 0.13907, 0.26212]"
8.047,12.66,11.059,5,"[0.43115, 0.39381, 0.41233, 0.43831]","[0.24135, 0.56781, 0.67965, 0.73747]"
4.856,28.01,18.312,9,"[1.4687, 1.545, 1.783, 2.0472]","[0.52148, 0.71132, 0.77549, 0.8081]"
11.617,15.85,16.395,15,"[5.7145, 5.2003, 4.4522, 4.2896]","[0.00010382, 0.30731, 0.46187, 0.53958]"
17.383,37.42,8.624,12,"[4.6396, 5.6445, 5.5377, 5.39]","[4.1061e-13, 0.0058207, 0.1878, 0.30286]"
4.551,8.63,13.495,10,"[0.97178, 0.89524, 0.94939, 1.0228]","[0.56768, 0.75082, 0.81301, 0.84484]"
15.739,22.12,18.153,10,"[3.5253, 4.0348, 3.6482, 3.6366]","[5.795e-11, 0.062015, 0.26678, 0.37067]"
15.614,17.59,17.511,8,"[1.9648, 2.1964, 1.9808, 2.0102]","[1.0384e-10, 0.073648, 0.27909, 0.38292]"
8.941,31.29,7.7,15,"[5.4568, 3.704, 3.3251, 3.3488]","[0.1159, 0.47044, 0.58965, 0.64952]"
12.865,34.95,7.639,10,"[3.1083, 2.6962, 2.4357, 2.4696]","[1.0978e-06, 0.23609, 0.40682, 0.49248]"
4.317,14.25,19.531,13,"[1.7123, 1.5294, 1.6399, 1.7979]","[0.5821, 0.75402, 0.81188, 0.84118]"
19.698,21.73,14.67,13,"[5.0595, 6.1703, 6.9241, 6.9266]","[8.0023e-16, 3.2802e-05, 0.078479, 0.20753]"
15.218,13.74,13.297,18,"[6.405, 8.0144, 8.5182, 8.2725]","[2.6951e-10, 0.088049, 0.2877, 0.3888]"
18.998,21.66,13.689,18,"[6.50237, 7.92119, 9.77388, 11.1532]","[4.54707e-15, 0.000153076, 0.108175, 0.232735]"
8.006,39.15,12.807,7,"[1.4434, 1.3673, 1.5336, 1.7398]","[0.20886, 0.52118, 0.62624, 0.6794]"
4.875,38.88,5.083,13,"[1.9309, 1.6335, 1.7268, 1.8831]","[0.52599, 0.72016, 0.78537, 0.81832]"
11.416,36.12,6.084,16,"[6.0875, 5.9985, 5.2258, 5.0379]","[0.00021964, 0.31845, 0.46997, 0.54613]"
13.364,38.32,13.414,6,"[1.462, 1.5308, 1.6063, 1.7676]","[1.4361e-07, 0.19875, 0.37295, 0.46065]"
14.421,12.73,5.139,11,"[3.1613, 3.0433, 2.4685, 2.348]","[4.79e-09, 0.14374, 0.33767, 0.43543]"
13.27,11.61,14.783,14,"[5.0992, 4.9198, 4.0664, 3.8164]","[2.2256e-07, 0.20838, 0.38553, 0.47481]"
9.391,34.59,18.523,17,"[6.8588, 7.5264, 7.3365, 7.5681]","[0.07119, 0.43813, 0.56114, 0.6227]"
15.394,18.77,10.357,14,"[5.1668, 5.9621, 5.2355, 4.8744]","[1.6399e-10, 0.079894, 0.283, 0.38599]"
10.052,14.86,11.409,10,"[2.5282, 1.5659, 1.474, 1.5225]","[0.025296, 0.41398, 0.54951, 0.61772]"
11.03,34.83,6.58,9,"[2.3674, 1.7229, 1.6608, 1.7428]","[0.0011922, 0.35064, 0.49743, 0.57118]"
7.289,16.81,16.076,19,"[6.734, 4.6401, 4.1453, 4.1565]","[0.27913, 0.56845, 0.66578, 0.71467]"
17.239,38.64,15.579,19,"[6.72812, 8.24462, 11.0346, 13.1076]","[5.64362e-13, 0.00706024, 0.190397, 0.303426]"
6.002,36.13,17.165,7,"[1.3507, 1.4747, 1.7361, 2.02]","[0.40188, 0.63525, 0.71442, 0.75473]"
12.026,12.79,10.514,9,"[1.9985, 1.4944, 1.362, 1.3858]","[3.2556e-05, 0.29696, 0.45951, 0.54133]"
14.993,6.55,15.427,18,"[6.3618, 7.9152, 8.0776, 7.6757]","[5.6038e-10, 0.10137, 0.29874, 0.39861]"
18.883,16.84,8.786,16,"[5.9014, 7.1933, 8.2148, 8.3241]","[6.3554e-15, 0.00020616, 0.11484, 0.23962]"
10.749,9.64,14.824,13,"[4.4819, 2.9506, 2.5292, 2.4871]","[0.0027955, 0.36481, 0.50946, 0.58225]"
17.352,5.77,11.748,11,"[3.1493, 3.82, 3.2408, 2.9681]","[5.353e-13, 0.0070476, 0.1961, 0.31328]"
17.238,10.72,10.324,17,"[6.1394, 7.4956, 8.3173, 8.1842]","[5.8361e-13, 0.0072425, 0.19237, 0.30676]"
3.458,38.75,17.345,9,"[1.5281, 1.8256, 2.2086, 2.6019]","[0.65406, 0.78921, 0.83545, 0.85917]"
10.675,27.59,8.077,5,"[0.6358, 0.56997, 0.60777, 0.66486]","[0.0070328, 0.3897, 0.53349, 0.60659]"
12.342,39.23,10.785,17,"[6.4718, 8.0442, 7.9254, 7.8844]","[6.342e-06, 0.26081, 0.42329, 0.50482]"
4.148,32.45,8.155,12,"[1.4418, 1.3476, 1.4624, 1.6102]","[0.60008, 0.7652, 0.8209, 0.8492]"
16.446,13.67,12.397,10,"[2.66, 3.1095, 2.5591, 2.4216]","[8.0546e-12, 0.031599, 0.24126, 0.3522]"
8.481,10.23,19.302,19,"[6.9533, 5.375, 4.5959, 4.4692]","[0.16024, 0.49616, 0.60955, 0.6666]"
16.81,36.78,16.503,14,"[5.9806, 7.3133, 8.3116, 8.7509]","[2.0218e-12, 0.015504, 0.21206, 0.3225]"
15.159,37.82,15.908,19,"[6.73191, 8.7986, 11.3425, 12.734]","[3.20714e-10, 0.0908891, 0.288658, 0.38822]"
19.712,32.41,17.163,18,"[6.64657, 8.09338, 10.0447, 12.2852]","[7.15844e-16, 2.91203e-05, 0.075289, 0.202998]"
18.846,18.39,9.92,6,"[0.84437, 1.0589, 1.0694, 1.0746]","[1.7044e-14, 0.00056256, 0.14274, 0.27018]"
16.447,13.25,13.531,10,"[2.6888, 3.1453, 2.5976, 2.4619]","[7.9637e-12, 0.031429, 0.24086, 0.3517]"
10.553,10.59,9.671,13,"[4.4374, 2.8232, 2.4265, 2.3903]","[0.0054304, 0.37717, 0.51939, 0.59097]"
17.198,39.33,5.57,15,"[5.8507, 7.136, 7.7327, 7.7066]","[6.6287e-13, 0.0079045, 0.19465, 0.30846]"
8.501,16.6,12.865,16,"[5.6065, 3.635, 3.2073, 3.1995]","[0.15947, 0.49765, 0.61161, 0.6689]"
9.553,23.39,15.225,6,"[1.0111, 0.8905, 0.96854, 1.0775]","[0.06588, 0.44049, 0.56719, 0.63131]"
4.746,24.02,19.35,11,"[1.8521, 1.8066, 2.0278, 2.2938]","[0.53421, 0.72032, 0.78293, 0.81462]"
2.08,25.85,10.12,7,"[0.45047, 0.46475, 0.49282, 0.53396]","[0.82018, 0.9055, 0.93506, 0.94993]"
0.31,34.51,18.996,17,"[1.4377, 1.7977, 2.2757, 2.7882]","[0.97451, 0.987, 0.99101, 0.99297]"
13.099,28.85,7.822,14,"[5.2997, 5.2571, 4.5017, 4.2998]","[4.0694e-07, 0.21794, 0.39202, 0.47957]"
14.814,28.07,15.759,17,"[6.4733, 8.2586, 9.2728, 9.5551]","[1.002e-09, 0.11174, 0.30602, 0.40371]"
19.614,7.94,14.372,12,"[3.8291, 4.6799, 4.8951, 4.4682]","[1.1087e-15, 4.4486e-05, 0.085529, 0.21601]"
8.959,14.16,10.293,7,"[0.92766, 0.72397, 0.74146, 0.7913]","[0.13316, 0.49437, 0.61619, 0.678]"
13.113,5.46,12.752,11,"[3.1684, 2.6197, 2.1868, 2.1223]","[4.6672e-07, 0.22412, 0.40084, 0.48984]"
11.33,27.34,9.869,13,"[4.8359, 3.7827, 3.3099, 3.2789]","[0.00032306, 0.32655, 0.47735, 0.55308]"
1.815,26.97,5.248,17,"[1.3761, 1.3932, 1.4951, 1.6031]","[0.83182, 0.90485, 0.92999, 0.94305]"
12.413,32.13,14.747,18,"[6.6167, 8.745, 9.0456, 9.1208]","[4.823e-06, 0.25612, 0.41934, 0.50124]"
2.466,24.36,15.401,6,"[0.47709, 0.53373, 0.58672, 0.63947]","[0.77501, 0.87597, 0.91212, 0.93116]"
15.932,10.39,13.684,5,"[0.52911, 0.62231, 0.60031, 0.62623]","[1.2686e-10, 0.08335, 0.29903, 0.40854]"
19.963,7.7,16.917,19,"[6.51977, 7.93978, 9.6532, 11.2272]","[3.82799e-16, 1.63963e-05, 0.0645163, 0.193288]"
9.181,6.18,19.568,6,"[0.69112, 0.56908, 0.58922, 0.63002]","[0.11715, 0.48775, 0.61319, 0.67712]"
0.801,9.84,12.891,19,"[1.2617, 1.2946, 1.3553, 1.4432]","[0.93088, 0.96358, 0.97492, 0.98067]"
9.104,20.11,15.369,13,"[4.4443, 2.9267, 2.7232, 2.8017]","[0.10097, 0.46184, 0.58297, 0.64377]"
11.168,12.92,18.643,7,"[1.2849, 1.0283, 1.0369, 1.1097]","[0.00092142, 0.34983, 0.49916, 0.57442]"
0.68,15.5,9.368,8,"[0.41112, 0.54185, 0.70884, 0.88295]","[0.95218, 0.97588, 0.9833, 0.98692]"
7.667,16.18,12.007,9,"[1.3687, 1.0494, 1.0736, 1.1494]","[0.25439, 0.56215, 0.66563, 0.71794]"
4.478,38.85,15.048,10,"[1.7771, 1.8818, 2.1817, 2.5143]","[0.55725, 0.7319, 0.7909, 0.82086]"
13.158,17.13,15.712,12,"[4.2324, 3.8539, 3.3022, 3.2208]","[3.4995e-07, 0.2165, 0.39163, 0.47961]"
12.983,34.16,17.597,16,"[6.4202, 8.1539, 8.5156, 8.7412]","[5.8612e-07, 0.22194, 0.39229, 0.47761]"
18.132,12.64,7.16,14,"[4.9873, 6.0829, 6.0936, 5.6493]","[5.0735e-14, 0.0011971, 0.15265, 0.27372]"
15.564,35.67,7.656,14,"[5.4884, 6.525, 6.2174, 6.0029]","[9.3316e-11, 0.069556, 0.27313, 0.37641]"
15.345,8.8,9.238,14,"[4.9919, 5.6666, 4.7827, 4.3773]","[1.9457e-10, 0.08316, 0.28643, 0.38961]"
10.021,36.51,13.626,19,"[6.8373, 8.5818, 8.2581, 8.278]","[0.022773, 0.40034, 0.53223, 0.59834]"
17.408,29.17,19.592,16,"[6.42101, 7.8463, 9.72158, 10.8047]","[3.52583e-13, 0.00514869, 0.183163, 0.297494]"
19.555,17.1,11.344,5,"[0.58423, 0.74188, 0.79591, 0.81595]","[3.4435e-15, 0.00015004, 0.11601, 0.24832]"
11.128,20.01,11.608,7,"[1.2412, 0.98076, 0.98473, 1.0504]","[0.0011157, 0.35428, 0.50352, 0.57877]"
18.943,35.88,18.057,16,"[6.45901, 7.86815, 9.75549, 11.3667]","[5.25534e-15, 0.000174501, 0.110802, 0.234786]"
1.978,17.18,19.808,11,"[0.92457, 1.0133, 1.1192, 1.217]","[0.81673, 0.89619, 0.92398, 0.93864]"
16.079,30.83,17.25,7,"[2.0421, 2.4116, 2.3543, 2.4857]","[1.7909e-11, 0.04341, 0.24717, 0.35228]"
10.102,9.13,19.073,8,"[1.5324, 1.0656, 1.0563, 1.1174]","[0.025413, 0.41632, 0.55243, 0.62107]"
0.822,7.14,19.657,15,"[0.93511, 0.95283, 1.0204, 1.127]","[0.93142, 0.96489, 0.97614, 0.98164]"
11.25,19.27,18.022,8,"[2.0133, 1.6089, 1.609, 1.7224]","[0.00052318, 0.33507, 0.48371, 0.55841]"
4.968,9.57,13.7,17,"[3.0705, 2.1789, 2.1604, 2.2796]","[0.51466, 0.71418, 0.78122, 0.81502]"
12.388,31.26,19.437,9,"[3.3896, 3.1981, 3.188, 3.4042]","[5.5375e-06, 0.25792, 0.4192, 0.50004]"
0.228,9.88,16.012,6,"[0.62439, 1.1317, 1.6391, 2.1461]","[0.98571, 0.99249, 0.99473, 0.99585]"
4.831,14.67,7.582,16,"[2.5832, 1.9214, 1.9353, 2.0555]","[0.52952, 0.7236, 0.78884, 0.82176]"
7.714,30.64,14.251,18,"[6.9694, 5.5733, 5.1833, 5.2991]","[0.23651, 0.5408, 0.64263, 0.69368]"
3.543,31.58,15.239,5,"[0.55204, 0.67923, 0.80378, 0.91745]","[0.65372, 0.79638, 0.8472, 0.87439]"
4.245,21.05,17.892,16,"[2.7984, 2.367, 2.5147, 2.7593]","[0.58499, 0.7531, 0.80944, 0.83784]"
14.462,8.12,18.103,9,"[2.0515, 1.9882, 1.7059, 1.6862]","[5.0027e-09, 0.14603, 0.34067, 0.43861]"
18.311,22.73,14.997,11,"[3.9609, 4.8373, 4.8226, 4.6482]","[3.2196e-14, 0.00084386, 0.14513, 0.26646]"
5.289,36.66,11.811,15,"[3.4642, 2.7793, 2.9078, 3.1765]","[0.47981, 0.68836, 0.75811, 0.79319]"
4.105,34.88,12.0,19,"[3.9967, 3.2178, 3.3616, 3.6639]","[0.5971, 0.75941, 0.81373, 0.84105]"
19.11,31.99,6.289,6,"[0.9796, 1.2226, 1.2742, 1.292]","[6.2735e-15, 0.00023835, 0.12242, 0.25013]"
14.697,13.5,10.336,8,"[1.5104, 1.5121, 1.3286, 1.3303]","[2.7376e-09, 0.13641, 0.33487, 0.43477]"
11.169,30.02,9.505,10,"[3.0357, 2.2074, 2.0717, 2.1448]","[0.0006631, 0.33977, 0.48821, 0.56272]"
14.728,32.14,14.026,18,"[6.60381, 8.58919, 10.0536, 10.5611]","[1.32347e-09, 0.116632, 0.309679, 0.406731]"
1.888,16.5,9.907,19,"[1.6462, 1.6333, 1.7565, 1.8954]","[0.82321, 0.89902, 0.92493, 0.9383]"
14.22,28.07,13.049,12,"[4.5881, 4.8376, 4.3134, 4.2367]","[8.0193e-09, 0.15038, 0.33823, 0.43247]"
9.315,38.98,5.282,13,"[4.5236, 2.9749, 2.7462, 2.8132]","[0.080584, 0.44918, 0.57318, 0.63543]"
19.103,32.45,19.479,9,"[3.5885, 4.3847, 4.7398, 4.8468]","[3.4627e-15, 0.00012825, 0.10515, 0.22972]"
8.731,11.64,19.065,13,"[3.9975, 2.502, 2.3224, 2.3846]","[0.13862, 0.4866, 0.6035, 0.66224]"
18.174,20.65,18.276,8,"[2.2492, 2.7605, 2.7157, 2.7141]","[4.9534e-14, 0.0012584, 0.15391, 0.27386]"
